Site_id	Site_name	Dates	Times	An_agency	CL	Na	SO4	CR	NO3+NO2	O-PO4 as P	NH3	TOC	NI	MO	PB	CU	CO	CD	BE	AS	F	HG	AL	SB	AG	BA	MN	ZN	SE	U	Spec. Cond.	Temp	pH
433216112563301	CFA LF 2-10	4/17/2007	1433	80020	21.542	11.5		10.34	1.229	0.02428	<.02	<.40																			454	12.6	7.88
433216112563301	CFA LF 2-10	4/29/2008	1316	80020	23.355	12.09		10.02	1.282	0.02345	<.02	0.433																			464	12.9	7.79
433216112563301	CFA LF 2-10	4/2/2009	1622	80020	31.266	13.77		10.11	1.481	0.02842	<.02	0.934																			455	12.7	7.81
433216112563301	CFA LF 2-10	4/29/2010	1235	80020	30.918	12.53		11.05	1.451	0.02746	<.02	<.6																			477	12.7	7.68
433216112563301	CFA LF 2-10	4/25/2011	1153	80020	30.695	13.43		10.03	1.427	0.03389	<.010	<.3																			464	12.7	7.85
433216112563301	CFA LF 2-10	4/18/2012	1455	80020	28.834	11.92		9.251	1.37331	0.02454	<.010																				458	12.8	7.9
433216112571001	CFA LF 3-9	10/22/1993	1115	80020	94				4.1	0.02	<.01																				673	13	7.71
433216112571001	CFA LF 3-9	7/25/1994	1350	80020	97				4.1	0.04	0.02																				678	12.5	7.64
433216112571001	CFA LF 3-9	7/18/1995	1355	80020	110				3.8	<.01	0.02																				708	12.5	7.78
433216112571001	CFA LF 3-9	7/31/1996	825	80020	110				3.6	0.02	0.02																				727	13.4	7.75
433216112571001	CFA LF 3-9	7/9/1997	1535	80020	110.97				3.615	0.015	<.015																				718	12.8	7.88
433216112571001	CFA LF 3-9	7/6/1998	1550	80020	118.64				3.395	0.025	0.031																				736	12.8	7.79
433216112571001	CFA LF 3-9	7/19/1999	1654	80020	139.69				3.7	0.01	<.02																				789	12.3	7.69
433216112571001	CFA LF 3-9	10/24/2001	1025	80020	119.3412				3.386	<.02	<.04																				742	11.5	7.87
433216112571001	CFA LF 3-9	7/17/2002	1628	80020	120.17				3.07	0.019	<.04																						
433216112571001	CFA LF 3-9	7/24/2003	1045	80020	115.87				3.157	E.010	<.04																				727	13	7.7
433216112571001	CFA LF 3-9	10/6/2004	1108	80020	113.531				3.212	<.018	<.04																				709	12.2	7.56
433216112571001	CFA LF 3-9	10/5/2005	945	80020	157.409				3.401	<.018	E.028																				819	11.2	7.5
433216112571001	CFA LF 3-9	4/2/2007	1430	80020	104.561				2.857	0.01306	<.02																				657	11.8	7.89
433433112560201	CPP 1	9/5/1977	1600	80020	10	8.2	22	0													0.3		10				0						
433433112560201	CPP 1	10/23/1984	1115	80020	14	8.4	21	<50	0.76	0.02					5						0.2	<.1	<10				<1					11.9	
433433112560201	CPP 1	9/4/1985	1600	80020				5							1			<1		2		<.1			<1	<100			1		405	13	8.1
433433112560201	CPP 1	10/22/1987	1327	80020				5							<5			<1	<.5	2		<.1			1	82			1		399	12.8	7.8
433433112560201	CPP 1	11/9/1988	1550	80020					0.87	0.021																					385	14	7.86
433433112560201	CPP 1	11/6/1989	1016	80020	14	7.9			0.83	0.03	0.03																				390	12	7.96
433433112560201	CPP 1	1/19/1990	1441	80020	18	7.6																									465	13	8.04
433433112560201	CPP 1	4/17/1990	1255	80020	15	8.2																									385	12	7.97
433433112560201	CPP 1	7/24/1990	1020	80020	23	8.2																									408	13	7.98
433433112560201	CPP 1	10/31/1990	1040	80020	17	8	27	4	0.9	0.03	<.01										0.3										405	13	7.96
433433112560201	CPP 1	1/17/1991	1040	80020	17	8	29	5													0.2										403	12	7.98
433433112560201	CPP 1	4/10/1991	1010	80020	20	8.4		3																							405	12	7.99
433433112560201	CPP 1	6/6/1991	930	80020	18	7.9	22	7	1	0.01	0.01		<10	<10	20	<10	<3	<1	<.5	1	0.1	<.1	<10		2	81	<1	17	<1		405	12.5	7.96
433433112560201	CPP 1	7/19/1991	1012	80020	16	8.8		5																							402	12.5	7.95
433433112560201	CPP 1	10/24/1991	957	80020	17	8		6	1.1	0.021	0.021																				399	12.5	7.99
433433112560201	CPP 1	1/23/1992	1308	80020	20	8.6		5																							392	12	8.02
433433112560201	CPP 1	4/29/1992	1345	80020	19	8.3		6																							412	12.5	8.03
433433112560201	CPP 1	7/23/1992	1435	80020	19	8.4		3																							410	12.5	7.99
433433112560201	CPP 1	10/21/1992	942	80020	17	8.2		6	1	0.02	0.02																				407	12	8.08
433433112560201	CPP 1	1/25/1993	1300	80020	19	8.2		6																							413	12	8.07
433433112560201	CPP 1	4/30/1993	1300	80020	19	8.7		6																							411	12	7.99
433433112560201	CPP 1	10/26/1993	1433	80020	17	8.9		5	1.2	0.02	0.02																				425	12	7.78
433433112560201	CPP 1	4/22/1994	1338	80020	17	8.1	25	5.8	1	0.02	<.01										0.2										424	12.2	7.86
433433112560201	CPP 1	10/19/1994	1245	80020	17	8.1	24	6.3	1.2	0.02	0.02	0.4									0.2										426	12	7.94
433433112560201	CPP 1	4/13/1995	1320	80020	18	8.4	24	<5	1.1	0.03	<.015										0.3										433	11.9	8.02
433433112560201	CPP 1	10/16/1995	1445	80020	18	8.7	24	8	1.1	0.02	<.015	0.4									0.2										426	12	7.93
433433112560201	CPP 1	4/17/1996	1030	80020	19	8.4	25	<5	1.1	0.02	<.015										0.2										419	11.9	8.02
433433112560201	CPP 1	10/21/1996	1035	80020	18	8.4	26	8	1.2	0.02	<.015	0.3									0.2										429	11.7	7.88
433433112560201	CPP 1	4/7/1997	1140	80020	18.023	8.283	25.399	5.562	1.092	0.024	<.015										0.21										424	12	8
433433112560201	CPP 1	10/14/1997	1105	80020	16.894	8.031	24.795	7.729	1.085	0.022	<.015	0.7									0.281										419	11.9	8.03
433433112560201	CPP 1	4/9/1998	1000	80020	15.873	8.051	23.808	<14	1.233	0.022	0.045										0.234										416	11.8	7.94
433433112560201	CPP 1	10/28/1998	1000	80020	14.319	8.08	22.059	E7.059	0.925	0.02	<.02	0.5									0.284										408	11.6	7.96
433433112560201	CPP 1	4/26/1999	1050	80020	15.1	7.761	22.736	<14	0.916	0.031	0.02										0.23										387	11.8	8.07
433433112560201	CPP 1	10/20/1999	1025	80020	13.75	7.757	23.63	E9.274	0.967	0.023	<.02	<.27									0.214										405	11.8	7.83
433433112560201	CPP 1	5/2/2000	850	80020	13.75	7.9711	21.69	<14	0.89	0.021	<.02										0.178	<.23									392	11.9	7.93
433433112560201	CPP 1	10/18/2000	1050	80020	13.07	8.1002	22.9	E5.1043	0.884	0.019	<.041	0.904									0.255										396	11.8	8.01
433433112560201	CPP 1	4/10/2001	946	80020	14.33	7.7783	23.35	E6.9749	0.8998	E.0146	<.041										0.264										401	11.7	7.99
433433112560201	CPP 1	10/15/2001	1339	80020	14.86	7.96246	23.7	E6.85028	0.911	0.021	<.04	E.328									0.217										404	11.8	7.76
433433112560201	CPP 1	4/9/2002	1242	80020	14.06	7.94631	23.41	<10	0.929	0.021	<.04										0.228										401	12.5	7.87
433433112560201	CPP 1	10/15/2002	1230	80020	14.44	7.92473	23.48	E7.77061	1.054	0.021	<.04	<.40									0.221										407	12.1	7.77
433433112560201	CPP 1	4/10/2003	1419	80020	14.27	8.24243	22.97	E5.12183	0.945	0.021	<.04										0.236										400	12.2	7.98
433433112560201	CPP 1	11/17/2003	943	80020	16.94	9.0449	23.4	10.7567	1.121	0.018	<.04	0.489									0.232										406	12	7.44
433433112560201	CPP 1	4/13/2004	1037	80020	15.29	8.83	21.15	7.88	0.961	0.019	<.04	4.583									0.218										401	12.3	7.94
433433112560201	CPP 1	4/5/2005	840	80020	15.728	8.628	23.856	7.545	1.03	0.018	<.04	E.388									0.25										398	11.9	7.79
433433112560201	CPP 1	4/12/2006	1006	80020	15.224	9.764	23.629	5.854	0.954	E.017	<.04	0.566									0.247										397	12.3	7.82
433433112560201	CPP 1	4/11/2007	933	80020	14.566	8.3	23.283	6.118	0.951	0.02641	<.02	<.40									0.21										395	12.1	7.87
433433112560201	CPP 1	4/16/2008	1448	80020	15.214	8.287	23.658	5.789	0.949	0.02434	<.02	E.253									0.246										391	11.9	7.86
433433112560201	CPP 1	4/9/2009	1449	80020	13.979	7.596	23.622	5.595	0.897	0.02826	<.02	E.359									0.257										384	12	7.83
433433112560201	CPP 1	4/15/2010	819	80020	14.508	8.235	22.355	5.938	0.85	0.03046	<.02	<.6									0.218										380	11.9	7.58
433433112560201	CPP 1	4/12/2011	847	80020	13.674	8.706	22.505	5.749	0.822	0.0347	<.010	0.4608									0.256										370	11.9	7.8
433433112560201	CPP 1	4/5/2012	857	80020	12.602	8.435	21.91	5.419	0.77944	0.02515	<.010										0.245										350	12	7.77
433432112560801	CPP 2	12/14/1981	1425	80020			25		1.4	0.02																							
433432112560801	CPP 2	10/22/1987	1026	80020				5							<5			<1	<.5	2		0.1			2	86			1		407	12.6	7.81
433432112560801	CPP 2	11/9/1988	1030	80020					0.86	0.021																					390	13	8.09
433432112560801	CPP 2	1/19/1990	1422	80020	19	7.3																									400	13.3	8.07
433432112560801	CPP 2	4/17/1990	1358	80020	13	7.7																									370	12	8.01
433432112560801	CPP 2	7/24/1990	1000	80020	17	7.1																									415	12.5	8
433432112560801	CPP 2	10/31/1990	1105	80020	15	7.3	26	5	0.8	0.021	0.01										0.2										400	12.5	7.96
433432112560801	CPP 2	1/17/1991	1020	80020	16	7.8	29	5													0.3										408	12	8
433432112560801	CPP 2	4/10/1991	1043	80020	15	7.8		3																							400	12.5	7.98
433432112560801	CPP 2	7/19/1991	935	80020	15	7.8		5																							410	12.5	7.95
433432112560801	CPP 2	10/24/1991	1035	80020	16	8.1		6	0.88	0.021	0.021																				382	12	7.99
433432112560801	CPP 2	1/23/1992	1040	80020	20	8		5																							410	12	8
433432112560801	CPP 2	4/29/1992	1443	80020	18	7.6		4																							398	12	8.02
433432112560801	CPP 2	7/23/1992	1038	80020	19	7.4		5																							410	13	7.97
433432112560801	CPP 2	10/21/1992	1426	80020	16	8.1		4	0.92	0.02	0.02																				408	12.5	8.04
433432112560801	CPP 2	4/30/1993	1232	80020	17	8.2		5																							411	12	7.98
433432112560801	CPP 2	7/28/1993	916	80020	18	9		5																							414	12.5	7.83
433432112560801	CPP 2	10/26/1993	1520	80020	16	8.2		5	1.5	0.02	0.03																				414	12	7.8
433432112560801	CPP 2	5/4/1994	1000	80020	17	7.8	25	6.7	0.94	0.01	0.02										0.2										424	11.7	7.82
433432112560801	CPP 2	11/2/1994	1110	80020	17	7.7	24	5.7	1	0.02	<.015	1.1									0.2										422	11.7	7.92
433432112560801	CPP 2	5/3/1995	940	80020	17	8.2	23																								426	11.8	7.89
433432112560801	CPP 2	11/1/1995	1400	80020	16	8.1		7	0.91	0.02	<.015																				413	11.7	8.02
433432112560801	CPP 2	3/28/1996	1045	80020	17	8.6	24	<5																							419	11.9	7.66
433432112560801	CPP 2	9/30/1996	1505	80020	17	8		8	1	0.02	<.015																				420	12	8.04
433432112560801	CPP 2	5/5/1997	1005	80020	16.214	7.587	24.836	5.425																							415	12.5	8
433432112560801	CPP 2	9/30/1997	930	80020	16.657	7.882		8.208	1.015	0.019	<.015																				418	11.8	7.97
433432112560801	CPP 2	3/30/1998	925	80020	15.033	7.703	24.005	<14																							414	12	7.98
433432112560801	CPP 2	9/30/1998	1050	80020	13.94	7.401		<14	0.985	0.02	<.02																				405	11.5	7.99
433432112560801	CPP 2	3/30/1999	910	80020	10.327	7.159	17.178	<14																							405	11.7	7.88
433432112560801	CPP 2	9/30/1999	855	80020	15.38	7.645		E7.129	0.855	0.028	<.02																				402	11.9	7.8
433432112560801	CPP 2	3/29/2000	900	80020	10.98	8.0816		<14																							390	12	7.92
